Source,Target,Weight
102,102,1.0
102,103,0.3218154311180115
102,104,0.24011708796024323
102,105,0.17254875600337982
102,407,0.10222907364368439
102,202,0.09164190292358398
102,203,0.07976198941469193
102,1008,0.07760469615459442
102,1001,0.07382626086473465
102,201,0.07212457805871964
102,209,0.06763391196727753
102,106,0.06358619779348373
102,709,0.06281860172748566
102,708,0.0601213276386261
102,1104,0.04879407584667206
102,1005,0.04254026710987091
102,204,0.042206402868032455
102,206,0.03751973435282707
102,207,0.03523581475019455
102,2309,0.029327677562832832
103,103,1.0
103,104,0.45001116394996643
103,102,0.3218154311180115
103,105,0.1485104262828827
103,407,0.14069582521915436
103,203,0.10190699249505997
103,709,0.08645598590373993
103,210,0.08605038374662399
103,1602,0.08164703845977783
103,209,0.07961420714855194
103,106,0.07484950125217438
103,2309,0.07161502540111542
103,708,0.07077088207006454
103,1104,0.05743718892335892
103,1005,0.05007561296224594
103,204,0.0496826097369194
103,206,0.04416577145457268
103,202,0.04393837973475456
103,201,0.03458065912127495
103,1601,0.03309537097811699
104,104,1.0
104,103,0.45001116394996643
104,102,0.24011708796024323
104,105,0.18256504833698273
104,209,0.09213917702436447
104,106,0.0866248831152916
104,1104,0.06647325307130814
104,207,0.05976000428199768
104,1005,0.057953547686338425
104,204,0.057498715817928314
104,206,0.05111396685242653
104,202,0.050850801169872284
104,203,0.044258806854486465
104,2309,0.042927809059619904
104,201,0.04002091661095619
104,1601,0.03830195963382721
104,1602,0.035459790378808975
105,105,1.0
105,104,0.18256504833698273
105,102,0.17254875600337982
105,103,0.1485104262828827
105,106,0.09139933437108994
105,1104,0.06551394611597061
105,1103,0.053907610476017
105,407,0.04881967231631279
105,201,0.042226724326610565
105,1008,0.03706025704741478
105,1001,0.035255856812000275
105,1602,0.03494805470108986
105,209,0.03229869157075882
105,709,0.029999131336808205
105,2309,0.029053501784801483
105,708,0.028711043298244476
105,207,0.020948417484760284
105,1005,0.020315177738666534
105,204,0.020155740901827812
105,206,0.017917614430189133
106,106,1.0
106,308,0.2166215181350708
106,301,0.1938399076461792
106,303,0.15944480895996094
106,304,0.11911178380250931
106,1605,0.09844096750020981
106,302,0.09618120640516281
106,105,0.09139933437108994
106,104,0.0866248831152916
106,306,0.08273334801197052
106,103,0.07484950125217438
106,209,0.06860098242759705
106,102,0.06358619779348373
106,1104,0.0494917631149292
106,1005,0.04314853250980377
106,204,0.04280989617109299
106,206,0.03805621340870857
106,202,0.03786027804017067
106,203,0.03295230120420456
106,201,0.029797032475471497
201,201,1.0
201,202,0.4499267637729645
201,203,0.3557460904121399
201,204,0.31900763511657715
201,206,0.24868202209472656
201,207,0.16525153815746307
201,1602,0.13640007376670837
201,210,0.09501095116138458
201,2010,0.07767697423696518
201,709,0.07260436564683914
201,102,0.07212457805871964
201,1601,0.07088716328144073
201,403,0.05129560828208923
201,105,0.042226724326610565
201,104,0.04002091661095619
201,103,0.03458065912127495
201,209,0.031693827360868454
201,106,0.029797032475471497
201,2201,0.028548838570713997
201,1604,0.025576232001185417
202,202,1.0
202,203,0.6101887226104736
202,204,0.5234653949737549
202,201,0.4499267637729645
202,206,0.4209916293621063
202,1602,0.22718679904937744
202,207,0.20996955037117004
202,210,0.17292337119579315
202,1601,0.1144290417432785
202,2010,0.09869680553674698
202,102,0.09164190292358398
202,104,0.050850801169872284
202,103,0.04393837973475456
202,209,0.0402703583240509
202,106,0.03786027804017067
202,2201,0.036274317651987076
202,1604,0.032497305423021317
202,405,0.03215886652469635
202,1104,0.02905280515551567
202,403,0.029032692313194275
203,203,1.0
203,202,0.6101887226104736
203,204,0.5895646214485168
