"activitycode_1","activitycode_2","proximity"
"4511Z","4941C",0.9995
"4511Z","5221Z",0.2495
"4511Z","5229B",0.9995
"4511Z","5510Z",0.9995
"4511Z","6420Z",0.4995
"4511Z","6630Z",0.3328333333
"4511Z","6810Z",0.3328333333
"4511Z","6820B",0.0709285714
"4511Z","7010Z",0.9995
"4511Z","7022Z",0.3328333333
"4511Z","7120A",0.9995
"4511Z","7311Z",0.9995
"4511Z","7410Z",0.9995
"4511Z","7711A",0.0449545455
"4511Z","7711B",0.4995
"4511Z","7712Z",0.9995
"4511Z","7729Z",0.9995
"4511Z","7732Z",0.4995
"4511Z","7740Z",0.4995
"4511Z","8211Z",0.4995
"4511Z","8299Z",0.3328333333
"4511Z","8553Z",0.9995
"4511Z","8690A",0.9995
"4511Z","9102Z",0.9995
"4511Z","9319Z",0.9995
"4519Z","2910Z",0.4995
"4519Z","2920Z",0.9995
"4519Z","3312Z",0.9995
"4519Z","4511Z",0.0429782609
"4519Z","4519Z",0.2495
"4519Z","4520A",0.9995
"4519Z","4520B",0.0828333333
"4519Z","4531Z",0.4995
"4519Z","4540Z",0.9995
"4519Z","4672Z",0.9995
"4519Z","4719B",0.9995
"4519Z","4764Z",0.9995
"4519Z","4779Z",0.9995
"4519Z","4932Z",0.9995
"4519Z","4941A",0.9995
"4519Z","6810Z",0.4995
"4519Z","7711A",0.9995
"4519Z","7711B",0.4995
"4519Z","9311Z",0.9995
"4520A","0161Z",0.9995
"4520A","2562B",0.1995
"4520A","2910Z",0.9995
"4520A","2920Z",0.1423571429
"4520A","3109B",0.9995
"4520A","3312Z",0.4995
"4520A","3314Z",0.9995
"4520A","3831Z",0.9995
"4520A","4110A",0.9995
"4520A","4120A",0.9995
"4520A","4312A",0.9995
"4520A","4321A",0.4995
"4520A","4332C",0.9995
"4520A","4511Z",0.0085909091
"4520A","4519Z",0.3328333333
"4520A","4520A",0.0471190476
"4520A","4520B",0.026527027
"4520A","4531Z",0.0904090909
"4520A","4532Z",0.0317580645
"4520A","4540Z",0.1995
"4520A","4663Z",0.4995
"4520A","4669B",0.9995
"4520A","4677Z",0.9995
"4520A","4690Z",0.9995
"4520A","4719B",0.9995
"4520A","4724Z",0.9995
"4520A","4730Z",0.1245
"4520A","4752A",0.9995
"4520A","4752B",0.9995
"4520A","4932Z",0.4995
"4520A","4939B",0.9995
"4520A","4941A",0.9995
"4520A","5210B",0.9995
"4520A","5221Z",0.0550555556
"4520A","5510Z",0.9995
"4520A","5520Z",0.4995
"4520A","5610C",0.4995
"4520A","6420Z",0.4995
"4520A","6430Z",0.9995
"4520A","6630Z",0.1661666667
"4520A","6810Z",0.1423571429
"4520A","6820A",0.9995
"4520A","6820B",0.0339827586
"4520A","6831Z",0.4995
"4520A","6832B",0.9995
"4520A","7010Z",0.1995
"4520A","7022Z",0.9995
"4520A","7120A",0.4995
"4520A","7311Z",0.9995
"4520A","7711A",0.1245
"4520A","7712Z",0.9995
"4520A","7739Z",0.9995
"4520A","8121Z",0.9995
"4520A","8129B",0.9995
"4520A","8130Z",0.4995
"4520A","8211Z",0.9995
"4520A","8299Z",0.4995
"4520A","8551Z",0.4995
"4520A","8690A",0.9995
"4520A","9319Z",0.9995
"4520A","9329Z",0.9995
"4520A","9522Z",0.9995
"4520A","9529Z",0.3328333333
"4520A","9601B",0.9995
"4520B","2830Z",0.9995
"4520B","2920Z",0.4995
"4520B","4322B",0.9995
"4520B","4511Z",0.2495
"4520B","4519Z",0.1995
"4520B","4520A",0.0449545455
"4520B","4520B",0.1995
"4520B","4531Z",0.3328333333
"4520B","4532Z",0.9995
"4520B","4941A",0.9995
"4520B","4941B",0.9995
"4520B","5221Z",0.9995
"4520B","5224B",0.9995
"4520B","6820B",0.9995
"4520B","7711A",0.9995
"4520B","7711B",0.9995
"4520B","7712Z",0.9995
"4520B","7732Z",0.9995
"4520B","8122Z",0.9995
"4520B","9521Z",0.9995
"452V","5920Z",0.9995
"452V","7490B",0.9995
"4531Z","1072Z",0.9995
"4531Z","2611Z",0.9995
"4531Z","2630Z",0.9995
"4531Z","2920Z",0.3328333333
"4531Z","3313Z",0.9995
"4531Z","3811Z",0.9995
"4531Z","4511Z",0.3328333333
"4531Z","4519Z",0.4995
"4531Z","4520A",0.0828333333
"4531Z","4520B",0.1661666667
"4531Z","4531Z",0.1995
"4531Z","4532Z",0.0995
"4531Z","4540Z",0.9995
"4531Z","4619B",0.9995
"4531Z","4669B",0.9995
"4531Z","4669C",0.9995
"4531Z","4674A",0.9995
"4531Z","4674B",0.9995
"4531Z","4690Z",0.9995
"4531Z","4730Z",0.9995
"4531Z","4791B",0.9995
"4531Z","4932Z",0.9995
"4531Z","6820B",0.9995
"4531Z","7010Z",0.4995
"4531Z","7112B",0.9995
"4531Z","7120B",0.9995
"4532Z","1071C",0.9995
"4532Z","2920Z",0.4995
"4532Z","3312Z",0.9995
"4532Z","3511Z",0.9995
"4532Z","3811Z",0.9995
"4532Z","3832Z",0.4995
"4532Z","4511Z",0.062
"4532Z","4519Z",0.9995
"4532Z","4520A",0.026527027
"4532Z","4520B",0.3328333333
"4532Z","4531Z",0.0339827586
"4532Z","4532Z",0.1106111111
"4532Z","4540Z",0.4995
"4532Z","4619B",0.9995
"4532Z","4669B",0.9995
"4532Z","4677Z",0.9995
"4532Z","4730Z",0.9995
"4532Z","5221Z",0.9995
"4532Z","5610A",0.9995
"4532Z","5610C",0.9995
"4532Z","6202A",0.9995
"4532Z","6420Z",0.9995
"4532Z","6619B",0.9995
"4532Z","6810Z",0.9995
"4532Z","6820B",0.9995
"4532Z","7711A",0.9995
"453E","1071C",0.9995
"4540Z","2651B",0.9995
"4540Z","3312Z",0.9995
"4540Z","4332B",0.4995
"4540Z","4511Z",0.1661666667
"4540Z","4520A",0.3328333333
"4540Z","4531Z",0.9995
"4540Z","4540Z",0.1995
"4540Z","4649Z",0.9995
"4540Z","4752A",0.3328333333
"4540Z","4752B",0.9995
"4540Z","4764Z",0.0764230769
"4540Z","4791A",0.9995
"4540Z","4791B",0.4995
"4540Z","6630Z",0.9995
"4540Z","6810Z",0.4995
"4540Z","6820B",0.9995
"4540Z","6832A",0.9995
"4540Z","7010Z",0.9995
"4540Z","7711A",0.9995
"4540Z","7721Z",0.9995
"4540Z","7740Z",0.9995
"4540Z","8559A",0.9995
"454H","454H",0.9995
"454M","5911B",0.9995
"4611Z","4611Z",0.4995
"4611Z","4617B",0.9995
"4611Z","4619A",0.9995
"4611Z","4621Z",0.4995
"4611Z","4623Z",0.9995
"4611Z","4631Z",0.9995
"4611Z","6619B",0.9995
"4611Z","7311Z",0.9995
"4611Z","8230Z",0.9995
"4612A","2920Z",0.9995
"4612A","4671Z",0.9995
"4612B","3811Z",0.9995
"4612B","4619A",0.9995
"4612B","4619B",0.9995
"4612B","4671Z",0.9995
"4613Z","0812Z",0.9995
"4613Z","2363Z",0.9995
"4613Z","2370Z",0.9995
"4613Z","4120B",0.9995
"4613Z","4329B",0.9995
"4613Z","4332A",0.4995
"4613Z","4334Z",0.9995
"4613Z","4511Z",0.9995
"4613Z","4613Z",0.4995
"4613Z","4615Z",0.9995
"4613Z","4619B",0.9995
"4613Z","4634Z",0.9995
"4613Z","4669A",0.4995
"4613Z","4673A",0.4995
"4613Z","4673B",0.3328333333
"4613Z","4690Z",0.9995
"4613Z","6630Z",0.9995
"4613Z","6810Z",0.9995
"4613Z","7022Z",0.4995
"4613Z","7712Z",0.9995
"4613Z","8299Z",0.3328333333
"4613Z","9609Z",0.9995
"4614Z","2651B",0.9995
"4614Z","3316Z",0.9995
"4614Z","3320B",0.9995
"4614Z","3320D",0.9995
"4614Z","4322B",0.9995
"4614Z","4511Z",0.9995
"4614Z","4614Z",0.1995
"4614Z","4618Z",0.9995
"4614Z","4619B",0.4995
"4614Z","4642Z",0.9995
"4614Z","4649Z",0.9995
"4614Z","4662Z",0.9995
"4614Z","4665Z",0.9995
"4614Z","4666Z",0.9995
"4614Z","4669A",0.9995
"4614Z","4669B",0.4995
"4614Z","4669C",0.4995
"4614Z","6831Z",0.9995
"4614Z","7010Z",0.9995
"4614Z","7022Z",0.4995
"4614Z","7735Z",0.9995
"4614Z","7739Z",0.9995
"4614Z","8211Z",0.9995
"4615Z","3811Z",0.9995
"4615Z","4613Z",0.9995
"4615Z","4643Z",0.9995
"4615Z","4665Z",0.9995
"4615Z","4669C",0.9995
"4615Z","4673A",0.9995
"4615Z","4759A",0.4995
"4615Z","4759B",0.9995
"4615Z","4775Z",0.9995
"4615Z","4779Z",0.9995
"4615Z","7410Z",0.9995
"4616Z","4616Z",0.9995
"4616Z","4618Z",0.9995
"4616Z","4619B",0.9995
"4616Z","4641Z",0.4995
"4616Z","4642Z",0.4995
"4616Z","4649Z",0.9995
"4616Z","4751Z",0.9995
"4616Z","4771Z",0.3328333333
"4616Z","4791B",0.9995
"4616Z","5610A",0.9995
"4616Z","6810Z",0.9995
"4616Z","6820B",0.9995
"4616Z","7022Z",0.9995
"4616Z","8230Z",0.9995
"4617A","4617A",0.9995
"4617A","4711A",0.9995
"4617A","4719B",0.9995
"4617B","1013A",0.9995
"4617B","1101Z",0.9995
"4617B","4511Z",0.9995
"4617B","4611Z",0.2495
"4617B","4617B",0.1245
"4617B","4619B",0.4995
"4617B","4621Z",0.9995
"4617B","4631Z",0.9995
"4617B","4633Z",0.9995
"4617B","4634Z",0.1106111111
"4617B","4636Z",0.4995
"4617B","4638B",0.9995
"4617B","4676Z",0.9995
"4617B","4690Z",0.9995
"4617B","4711B",0.9995
"4617B","4725Z",0.9995
"4617B","4791B",0.9995
"4617B","5610A",0.9995
"4617B","5610C",0.9995
"4617B","5630Z",0.9995
"4617B","6820B",0.4995
"4617B","7022Z",0.3328333333
"4617B","8299Z",0.9995
"4618Z","1051C",0.9995
"4618Z","1623Z",0.9995
"4618Z","1812Z",0.4995
"4618Z","2562B",0.9995
"4618Z","2599B",0.9995
"4618Z","3213Z",0.9995
"4618Z","3312Z",0.9995
"4618Z","3511Z",0.9995
"4618Z","4120B",0.9995
"4618Z","4322B",0.9995
"4618Z","4332A",0.9995
"4618Z","4332B",0.9995
"4618Z","4339Z",0.9995
"4618Z","4540Z",0.9995
"4618Z","4611Z",0.9995
"4618Z","4613Z",0.1245
"4618Z","4614Z",0.1245
"4618Z","4615Z",0.9995
"4618Z","4616Z",0.4995
"4618Z","4617B",0.2495
"4618Z","4618Z",0.0995
"4618Z","4619B",0.1423571429
"4618Z","4622Z",0.9995
"4618Z","4633Z",0.9995
"4618Z","4638A",0.9995
"4618Z","4638B",0.2495
"4618Z","4642Z",0.9995
"4618Z","4644Z",0.9995
"4618Z","4645Z",0.9995
"4618Z","4646Z",0.1995
"4618Z","4649Z",0.9995
"4618Z","4652Z",0.4995
"4618Z","4661Z",0.9995
"4618Z","4662Z",0.9995
"4618Z","4669B",0.2495
"4618Z","4673A",0.9995
"4618Z","4675Z",0.3328333333
"4618Z","4676Z",0.9995
"4618Z","4690Z",0.4995
"4618Z","4729Z",0.4995
"4618Z","4752A",0.9995
"4618Z","4752B",0.9995
"4618Z","4775Z",0.9995
"4618Z","4776Z",0.9995
"4618Z","4778C",0.9995
"4618Z","4791B",0.4995
"4618Z","5829A",0.9995
"4618Z","6010Z",0.9995
"4618Z","6110Z",0.9995
"4618Z","6203Z",0.9995
"4618Z","6209Z",0.9995
"4618Z","6630Z",0.9995
"4618Z","6810Z",0.9995
"4618Z","6820A",0.9995
"4618Z","6820B",0.4995
"4618Z","6831Z",0.9995
"4618Z","7010Z",0.3328333333
"4618Z","7022Z",0.4995
"4618Z","7120B",0.9995
"4618Z","7410Z",0.9995
"4618Z","7721Z",0.9995
"4618Z","7734Z",0.9995
"4618Z","8020Z",0.9995
"4618Z","8219Z",0.4995
"4618Z","8230Z",0.4995
"4618Z","8292Z",0.9995
"4618Z","8299Z",0.9995
"4618Z","9329Z",0.9995
"4619A","4520A",0.9995
"4619A","4531Z",0.4995
"4619A","4540Z",0.9995
"4619A","4611Z",0.9995
"4619A","4612B",0.9995
"4619A","4615Z",0.9995
"4619A","4619A",0.3328333333
"4619A","4646Z",0.9995
"4619A","4649Z",0.9995
"4619A","4673A",0.4995
"4619A","4690Z",0.9995
"4619A","4778A",0.9995
"4619A","6820B",0.9995
"4619A","7010Z",0.9995
"4619A","7022Z",0.3328333333
"4619A","9329Z",0.9995
"4619B","1812Z",0.9995
"4619B","2042Z",0.9995
"4619B","2229B",0.9995
"4619B","2561Z",0.9995
"4619B","2562B",0.9995
"4619B","3312Z",0.9995
"4619B","4120B",0.9995
"4619B","4321A",0.4995
"4619B","4322B",0.9995
"4619B","4329A",0.9995
"4619B","4332A",0.9995
"4619B","4339Z",0.9995
"4619B","4511Z",0.4995
"4619B","4531Z",0.4995
"4619B","4532Z",0.9995
"4619B","4540Z",0.9995
"4619B","4611Z",0.4995
"4619B","4612B",0.3328333333
"4619B","4613Z",0.4995
"4619B","4614Z",0.2495
"4619B","4615Z",0.4995
"4619B","4616Z",0.3328333333
"4619B","4617B",0.0995
"4619B","4618Z",0.0764230769
"4619B","4619A",0.9995
"4619B","4619B",0.0379615385
"4619B","4633Z",0.9995
"4619B","4634Z",0.1995
"4619B","4636Z",0.9995
"4619B","4638B",0.3328333333
"4619B","4639B",0.1661666667
"4619B","4641Z",0.9995
"4619B","4642Z",0.9995
"4619B","4645Z",0.4995
"4619B","4647Z",0.3328333333
"4619B","4648Z",0.9995
"4619B","4649Z",0.1995
"4619B","4651Z",0.9995
"4619B","4669B",0.1245
"4619B","4669C",0.3328333333
"4619B","4673B",0.9995
"4619B","4674B",0.9995
"4619B","4676Z",0.9995
"4619B","4690Z",0.0828333333
"4619B","4711B",0.9995
"4619B","4719B",0.9995
"4619B","4730Z",0.9995
"4619B","4741Z",0.9995
"4619B","4752A",0.9995
"4619B","4759A",0.9995
"4619B","4771Z",0.4995
"4619B","4778B",0.9995
"4619B","4778C",0.9995
"4619B","4791B",0.9995
"4619B","4799B",0.9995
"4619B","5010Z",0.9995
"4619B","5229B",0.3328333333
"4619B","5510Z",0.9995
"4619B","5610C",0.9995
"4619B","5829C",0.9995
"4619B","5920Z",0.9995
"4619B","6201Z",0.9995
"4619B","6420Z",0.3328333333
"4619B","6612Z",0.9995
"4619B","6619B",0.3328333333
"4619B","6630Z",0.9995
"4619B","6820A",0.9995
"4619B","6820B",0.9995
"4619B","6831Z",0.0828333333
"4619B","7010Z",0.9995
"4619B","7022Z",0.1245
"4619B","7112B",0.4995
"4619B","7311Z",0.9995
"4619B","7312Z",0.9995
"4619B","7490A",0.9995
"4619B","7490B",0.9995
"4619B","7721Z",0.9995
"4619B","7733Z",0.9995
"4619B","7830Z",0.9995
"4619B","7911Z",0.9995
"4619B","8211Z",0.4995
"4619B","8230Z",0.4995
"4619B","8299Z",0.3328333333
"4619B","8559A",0.4995
"4619B","8559B",0.9995
"4619B","9512Z",0.9995
"4619B","9602B",0.9995
"4621Z","0111Z",0.4995
"4621Z","0113Z",0.4995
"4621Z","0146Z",0.9995
"4621Z","0147Z",0.9995
"4621Z","0161Z",0.2495
"4621Z","0163Z",0.9995
"4621Z","0164Z",0.9995
"4621Z","1091Z",0.9995
"4621Z","4312A",0.9995
"4621Z","4332C",0.9995
"4621Z","4611Z",0.3328333333
"4621Z","4619A",0.9995
"4621Z","4621Z",0.2495
"4621Z","4623Z",0.9995
"4621Z","4631Z",0.9995
"4621Z","4638B",0.9995
"4621Z","4661Z",0.9995
"4621Z","4671Z",0.9995
"4621Z","4672Z",0.9995
"4621Z","4675Z",0.0828333333
"4621Z","4719B",0.9995
"4621Z","4730Z",0.9995
"4621Z","4776Z",0.1995
"4621Z","4799A",0.9995
"4621Z","4941B",0.4995
"4621Z","5210B",0.4995
"4621Z","7490B",0.4995
"4621Z","7500Z",0.9995
"4621Z","8129A",0.9995
"4622Z","0130Z",0.3328333333
"4622Z","1086Z",0.9995
"4622Z","1089Z",0.9995
"4622Z","4618Z",0.9995
"4622Z","4621Z",0.4995
"4622Z","4622Z",0.4995
"4622Z","4631Z",0.9995
"4622Z","4634Z",0.9995
"4622Z","4652Z",0.9995
"4622Z","4673A",0.9995
"4622Z","4675Z",0.9995
"4622Z","4776Z",0.1245
"4622Z","4789Z",0.9995
"4622Z","6820B",0.9995
"4622Z","7010Z",0.9995
"4622Z","7729Z",0.9995
"4623Z","0142Z",0.9995
"4623Z","0146Z",0.9995
"4623Z","0150Z",0.9995
"4623Z","0162Z",0.9995
"4623Z","1011Z",0.9995
"4623Z","3511Z",0.9995
"4623Z","4611Z",0.2495
"4623Z","4623Z",0.2495
"4623Z","4632A",0.2495
"4623Z","4632C",0.9995
"4623Z","4636Z",0.9995
"4623Z","4776Z",0.9995
"4623Z","4941A",0.9995
"4623Z","6820A",0.9995
"4623Z","6820B",0.4995
"4623Z","9609Z",0.4995
"4624Z","4641Z",0.9995
"4624Z","4759A",0.9995
"4624Z","6820B",0.9995
"4631Z","0113Z",0.3328333333
"4631Z","0124Z",0.9995
"4631Z","0161Z",0.4995
"4631Z","0163Z",0.9995
"4631Z","1031Z",0.9995
"4631Z","1039A",0.9995
"4631Z","1039B",0.4995
"4631Z","1085Z",0.9995
"4631Z","4511Z",0.9995
"4631Z","4611Z",0.9995
"4631Z","4617B",0.4995
"4631Z","4621Z",0.9995
"4631Z","4631Z",0.9995
"4631Z","4638B",0.4995
"4631Z","4639A",0.9995
"4631Z","4639B",0.4995
"4631Z","4690Z",0.4995
"4631Z","4711B",0.4995
"4631Z","4711C",0.9995
"4631Z","4721Z",0.1245
"4631Z","4764Z",0.9995
"4631Z","4941A",0.9995
"4631Z","5520Z",0.9995
"4631Z","5610A",0.9995
"4631Z","6420Z",0.4995
"4631Z","6820B",0.4995
"4631Z","7022Z",0.4995
"4631Z","8211Z",0.9995
"4632A","1011Z",0.1245
"4632A","1012Z",0.9995
"4632A","4623Z",0.9995
"4632A","4632A",0.3328333333
"4632A","4632B",0.9995
"4632A","4632C",0.9995
"4632A","4639A",0.4995
"4632A","4639B",0.2495
"4632A","4722Z",0.1423571429
"4632A","6420Z",0.4995
"4632A","6630Z",0.9995
"4632B","1011Z",0.9995
"4632B","1013A",0.9995
"4632B","4617B",0.9995
"4632B","4632A",0.9995
"4632B","4632C",0.9995
"4632B","4638B",0.9995
"4632B","4639B",0.9995
"4632B","4722Z",0.2495
"4632C","1012Z",0.9995
"4632C","4623Z",0.9995
"4632C","4632A",0.9995
"4632C","4632C",0.2495
"4632C","4639A",0.4995
"4632C","4673A",0.9995
"4632C","4690Z",0.4995
"4632C","4723Z",0.9995
"4632C","4941A",0.9995
"4632C","5210A",0.9995
"4632C","6820B",0.9995
"4633Z","1041A",0.9995
"4633Z","1051C",0.2495
"4633Z","4617B",0.4995
"4633Z","4633Z",0.9995
"4633Z","4638B",0.9995
"4633Z","4639B",0.3328333333
"4633Z","4690Z",0.4995
"4633Z","4729Z",0.9995
"4633Z","5210A",0.9995
"4633Z","7010Z",0.4995
"4633Z","8292Z",0.9995
"4634Z","0121Z",0.1245
"4634Z","0161Z",0.4995
"4634Z","1101Z",0.1245
"4634Z","1102A",0.3328333333
"4634Z","1102B",0.1661666667
"4634Z","1103Z",0.9995
"4634Z","1104Z",0.9995
"4634Z","1105Z",0.1995
"4634Z","1107B",0.9995
"4634Z","2042Z",0.9995
"4634Z","4617A",0.9995
"4634Z","4617B",0.1423571429
"4634Z","4621Z",0.9995
"4634Z","4622Z",0.9995
"4634Z","4632B",0.9995
"4634Z","4634Z",0.062
"4634Z","4637Z",0.9995
"4634Z","4639B",0.3328333333
"4634Z","4671Z",0.9995
"4634Z","4673A",0.9995
"4634Z","4690Z",0.1995
"4634Z","4711B",0.9995
"4634Z","4721Z",0.9995
"4634Z","4725Z",0.0339827586
"4634Z","5210B",0.9995
"4634Z","5520Z",0.9995
"4634Z","5610A",0.2495
"4634Z","5621Z",0.4995
"4634Z","5630Z",0.4995
"4634Z","6201Z",0.9995
"4634Z","6630Z",0.9995
"4634Z","6820B",0.4995
"4634Z","6832A",0.9995
"4634Z","7010Z",0.2495
"4634Z","7022Z",0.2495
"4634Z","7112B",0.9995
"4634Z","8211Z",0.4995
"4634Z","8292Z",0.4995
"4634Z","9001Z",0.9995
"4636Z","4639A",0.9995
"4636Z","4639B",0.3328333333
"4636Z","4690Z",0.9995
"4636Z","6420Z",0.9995
"4636Z","7010Z",0.9995
"4636Z","8292Z",0.9995
"4637Z","1089Z",0.9995
"4637Z","4637Z",0.9995
"4637Z","4639B",0.9995
"4637Z","4711B",0.9995
"4637Z","4725Z",0.9995
"4637Z","7022Z",0.9995
"4638A","0311Z",0.9995
"4638A","0321Z",0.9995
"4638A","1020Z",0.2495
"4638A","2599B",0.9995
"4638A","4617B",0.9995
"4638A","4623Z",0.9995
"4638A","4633Z",0.9995
"4638A","4638A",0.4995
"4638A","4639A",0.3328333333
"4638A","4639B",0.9995
"4638A","4669B",0.9995
"4638A","4723Z",0.2495
"4638A","4729Z",0.9995
"4638A","4781Z",0.9995
"4638A","4789Z",0.9995
"4638A","5610A",0.9995
"4638A","6630Z",0.9995
"4638B","1041A",0.9995
"4638B","1071A",0.9995
"4638B","1084Z",0.9995
"4638B","1089Z",0.4995
"4638B","1102B",0.9995
"4638B","2893Z",0.9995
"4638B","3511Z",0.9995
"4638B","4519Z",0.9995
"4638B","4617A",0.4995
"4638B","4619A",0.9995
"4638B","4621Z",0.9995
"4638B","4631Z",0.0904090909
"4638B","4632A",0.9995
"4638B","4633Z",0.2495
"4638B","4634Z",0.3328333333
"4638B","4636Z",0.0828333333
"4638B","4637Z",0.3328333333
"4638B","4638A",0.9995
"4638B","4638B",0.0904090909
"4638B","4639A",0.4995
"4638B","4639B",0.0995
"4638B","4645Z",0.9995
"4638B","4690Z",0.3328333333
"4638B","4711B",0.9995
"4638B","4711C",0.9995
"4638B","4711D",0.9995
"4638B","4719B",0.9995
"4638B","4724Z",0.9995
"4638B","4729Z",0.3328333333
"4638B","4776Z",0.9995
"4638B","4778C",0.4995
"4638B","4781Z",0.9995
"4638B","4791B",0.9995
"4638B","4941B",0.9995
"4638B","5320Z",0.9995
"4638B","5610A",0.9995
"4638B","5610C",0.9995
"4638B","5621Z",0.3328333333
"4638B","5630Z",0.9995
"4638B","6630Z",0.4995
"4638B","7010Z",0.9995
"4638B","8211Z",0.4995
"4638B","8292Z",0.9995
"4638B","8299Z",0.9995
"4639A","4618Z",0.9995
"4639A","4631Z",0.9995
"4639A","4638A",0.4995
"4639A","4638B",0.9995
"4639A","4639B",0.9995
"4639A","4775Z",0.9995
"4639A","6820B",0.4995
"4639B","0113Z",0.9995
"4639B","1012Z",0.9995
"4639B","1013B",0.9995
"4639B","1039A",0.9995
"4639B","1084Z",0.9995
"4639B","3315Z",0.9995
"4639B","4511Z",0.9995
"4639B","4617A",0.4995
"4639B","4617B",0.1661666667
"4639B","4631Z",0.1661666667
"4639B","4632A",0.3328333333
"4639B","4632B",0.2495
"4639B","4632C",0.9995
"4639B","4633Z",0.3328333333
"4639B","4634Z",0.1995
"4639B","4636Z",0.2495
"4639B","4637Z",0.9995
"4639B","4638A",0.1995
"4639B","4638B",0.0995
"4639B","4639A",0.2495
"4639B","4639B",0.0828333333
"4639B","4642Z",0.9995
"4639B","4690Z",0.3328333333
"4639B","4711B",0.1661666667
"4639B","4711C",0.9995
"4639B","4711D",0.9995
"4639B","4719B",0.9995
"4639B","4721Z",0.9995
"4639B","4725Z",0.9995
"4639B","4729Z",0.4995
"4639B","4773Z",0.9995
"4639B","4778C",0.9995
"4639B","4791B",0.4995
"4639B","4799A",0.9995
"4639B","4932Z",0.9995
"4639B","5210B",0.9995
"4639B","5229B",0.9995
"4639B","5520Z",0.9995
"4639B","5610A",0.4995
"4639B","5610C",0.4995
"4639B","5621Z",0.4995
"4639B","6420Z",0.9995
"4639B","6630Z",0.9995
"4639B","7010Z",0.9995
"4639B","7022Z",0.4995
"4641Z","1392Z",0.3328333333
"4641Z","1396Z",0.9995
"4641Z","1413Z",0.9995
"4641Z","4616Z",0.2495
"4641Z","4619B",0.3328333333
"4641Z","4621Z",0.9995
"4641Z","4641Z",0.3328333333
"4641Z","4642Z",0.1106111111
"4641Z","4669B",0.9995
"4641Z","4690Z",0.3328333333
"4641Z","4751Z",0.3328333333
"4641Z","4764Z",0.9995
"4641Z","4771Z",0.2495
"4641Z","4782Z",0.9995
"4641Z","4791A",0.9995
"4641Z","5911A",0.9995
"4641Z","6420Z",0.9995
"4641Z","6820B",0.9995
"4641Z","7022Z",0.4995
"4641Z","7430Z",0.9995
"4642Z","1071B",0.9995
"4642Z","1411Z",0.9995
"4642Z","1413Z",0.3328333333
"4642Z","1812Z",0.9995
"4642Z","3109B",0.9995
"4642Z","4616Z",0.2495
"4642Z","4641Z",0.3328333333
"4642Z","4642Z",0.0521315789
"4642Z","4643Z",0.9995
"4642Z","4649Z",0.4995
"4642Z","4669B",0.4995
"4642Z","4690Z",0.3328333333
"4642Z","4719B",0.1423571429
"4642Z","4725Z",0.9995
"4642Z","4759A",0.9995
"4642Z","4759B",0.9995
"4642Z","4764Z",0.4995
"4642Z","4771Z",0.0212391304
"4642Z","4772A",0.1423571429
"4642Z","4772B",0.9995
"4642Z","4777Z",0.9995
"4642Z","4778C",0.4995
"4642Z","4782Z",0.9995
"4642Z","4789Z",0.9995
"4642Z","4791A",0.9995
"4642Z","5210B",0.9995
"4642Z","5610C",0.9995
"4642Z","5621Z",0.9995
"4642Z","6420Z",0.9995
"4642Z","6810Z",0.9995
"4642Z","6820A",0.9995
"4642Z","6820B",0.3328333333
"4642Z","7010Z",0.3328333333
"4642Z","7021Z",0.9995
"4642Z","7311Z",0.9995
"4642Z","7410Z",0.9995
"4642Z","8299Z",0.4995
"4643Z","2312Z",0.9995
"4643Z","2751Z",0.4995
"4643Z","3250B",0.9995
"4643Z","3320D",0.9995
"4643Z","4322A",0.9995
"4643Z","4619A",0.9995
"4643Z","4643Z",0.4995
"4643Z","4649Z",0.4995
"4643Z","4652Z",0.4995
"4643Z","4669A",0.9995
"4643Z","4669B",0.4995
"4643Z","4690Z",0.9995
"4643Z","4743Z",0.4995
"4643Z","4754Z",0.1423571429
"4643Z","4759A",0.9995
"4643Z","4799A",0.9995
"4643Z","6630Z",0.9995
"4643Z","7022Z",0.9995
"4643Z","7112B",0.9995
"4643Z","7311Z",0.9995
"4643Z","9329Z",0.9995
"4644Z","2041Z",0.9995
"4644Z","4211Z",0.9995
"4644Z","4399D",0.9995
"4644Z","4520A",0.9995
"4644Z","4644Z",0.9995
"4644Z","4649Z",0.9995
"4644Z","4669C",0.9995
"4644Z","4673B",0.4995
"4644Z","4676Z",0.9995
"4644Z","4759B",0.4995
"4644Z","4764Z",0.9995
"4644Z","6820B",0.4995
"4644Z","7739Z",0.9995
"4644Z","8121Z",0.9995
"4644Z","9329Z",0.9995
"4645Z","1722Z",0.9995
"4645Z","2042Z",0.3328333333
"4645Z","3291Z",0.9995
"4645Z","4329A",0.9995
"4645Z","4618Z",0.9995
"4645Z","4619A",0.9995
"4645Z","4619B",0.9995
"4645Z","4634Z",0.9995
"4645Z","4639B",0.9995
"4645Z","4644Z",0.9995
"4645Z","4645Z",0.2495
"4645Z","4646Z",0.4995
"4645Z","4649Z",0.9995
"4645Z","4675Z",0.9995
"4645Z","4690Z",0.4995
"4645Z","4729Z",0.9995
"4645Z","4775Z",0.0904090909
"4645Z","4778C",0.9995
"4645Z","4791B",0.4995
"4645Z","4799A",0.9995
"4645Z","7112B",0.9995
"4645Z","9602A",0.9995
"4645Z","9602B",0.4995
"4645Z","9609Z",0.9995
"4646Z","1086Z",0.9995
"4646Z","2042Z",0.4995
"4646Z","2110Z",0.9995
